LicenseNumber,BusinessType,BusinessName,Address,City,State,ZIP Code,County,PhoneNumber,IssueDate,ExpirationDate,Classification(s),Status,SuretyCompany,ContractorBondNumber,BondEffectiveDate,BondCancellationDate,WorkersCompCoverageType,WorkersCompInsuranceCompany,WorkersCompPolicyNumber,EffectiveDate,ExpirationDate1,CancellationDate,WorkersCompSuspendDate,Contact Name,Company Email,Phone,Website,Minority / Ethnic Owned,Evidence URL,Evidence Type
1133728,Corporation,SIERRA HVAC,408 MORRETI LN,MILPITAS,CA,95035,Santa Clara,(408) 838 1197,02/28/2025,02/28/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100922124,01/17/2025,,Workers' Compensation Insurance,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,N9WC594745,07/24/2025,07/24/2026,,,,,,,Unknown,,
1077999,Limited Liability,FRESCHI AIR SYSTEMS LLC,2440 SPRIG COURT,CONCORD,CA,94520,Contra Costa,(469) 724 7648,07/12/2021,07/31/2027,B| C20| C36| C46,CLEAR,TRAVELERS CASUALTY AND SURETY COMPANY OF AMERICA,107410778,01/01/2023,,Workers' Compensation Insurance,ACE AMERICAN INSURANCE COMPANY,WLRC72632084,06/30/2025,06/30/2026,,,,,,,Unknown,,
304955,Sole Owner,MORENO R C HEATING & AIR CONDITIONING,130 S 2ND ST,CAMPBELL,CA,95008,Santa Clara,(408) 313 0848,04/21/1975,11/30/2026,C20,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G140425340850,04/24/2024,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01904202,04/26/2025,04/26/2026,,,,,,,Unknown,,
1053495,Sole Owner,PICOLD HEATING AND AIR,1007 MEPHAM DR,PITTSBURG,CA,94565,Contra Costa,(510) 927 7163,05/14/2019,05/31/2027,C20,CLEAR,WESTERN SURETY COMPANY,65022617,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SNP1529616,01/12/2025,01/12/2026,,,,,,,Unknown,,
825661,Sole Owner,CENTRAL HEATING & AIR CONDITIONING,800 KATRINA STREET,LIVERMORE,CA,94550,Alameda,(510) 299 7250,10/08/2003,10/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,10119421,01/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01399602,12/12/2024,12/12/2025,,,,,,,Unknown,,
1111667,Sole Owner,RAY SCOTT,816 COYOTE ROAD,SAN JOSE,CA,95111,Santa Clara,(408) 655 6173,10/20/2023,10/31/2027,C20,CLEAR,ARCH INSURANCE COMPANY,SU71071980000,09/11/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02527402,09/21/2025,09/21/2026,,,,,,,Unknown,,
902000,Corporation,C L A P CONSTRUCTION INC,P O BOX 1624,MOUNTAIN VIEW,CA,94042,Santa Clara,(650) 248 8729,08/14/2007,11/30/2027,B| C10| C12| C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6360951,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9390196,11/05/2025,11/05/2026,,,,,,,Unknown,,
1056688,Corporation,PRECISION HEATING AND COOLING INC,14004 CLAYTON RD,SAN JOSE,CA,95127,Santa Clara,(408) 658 4310,08/06/2019,08/31/2027,C20,CLEAR,WESTERN SURETY COMPANY,65227462,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG508017603,02/17/2025,02/17/2026,,,,,,,Unknown,,
1144327,Limited Liability,WANGS CONTRACTOR LLC,33313 3RD ST,UNION CITY,CA,94587,Alameda,(510) 962 1858,09/30/2025,09/30/2027,B| C10| C20| C36| C46,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),101601928,08/12/2025,,Workers' Compensation Insurance,VALLEY FORGE INSURANCE COMPANY,8035654970,09/12/2025,09/12/2026,,,,,,,Unknown,,
952071,Sole Owner,PACIFIC RADIANT HEAT & CONSTRUCTION,1039 GOETTINGEN STREET,SAN FRANCISCO,CA,94134,San Francisco,(530) 320 6288,09/08/2010,09/30/2026,B| C-4| C16| C20| C36,CLEAR,HUDSON INSURANCE COMPANY,30040504,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG573750700,12/15/2024,12/15/2025,,,,,,,Unknown,,
1078316,Corporation,FIRE & ICE HVAC INC,149 WAKEFIELD DRIVE,VACAVILLE,CA,95687,Solano,(707) 880 8025,07/17/2021,07/31/2027,C20,CLEAR,NATIONWIDE MUTUAL INSURANCE COMPANY,7901259726,06/23/2025,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TES4534802,01/01/2025,01/01/2026,,,,,,,Unknown,,
1056836,Sole Owner,HOME AIR,305 VINEYARD TOWN CENTER 248,MORGAN HILL,CA,95037,Santa Clara,(408) 430 9053,08/08/2019,08/31/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF646173,08/23/2025,,Workers' Compensation Insurance,MARKEL INSURANCE COMPANY,MWC020785702,12/07/2023,12/07/2025,,,,,,,Unknown,,
733653,Sole Owner,NATIONAL CHIMNEY,1230 WAYLAND STREET,SAN FRANCISCO,CA,94134,San Francisco,(650) 787 2295,03/14/1997,04/30/2026,C20| C29,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),100433133,05/07/2024,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC03112101,06/01/2025,06/01/2026,,,,,,,Unknown,,
1129827,Sole Owner,CHIEF MECHANICAL,575 E REMINGTON DR APT 81,SUNNYVALE,CA,94087,Santa Clara,(916) 670 9598,12/03/2024,12/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100899666,10/21/2024,,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,WC7039050399,10/29/2025,10/29/2026,,,,,,,Unknown,,
1054859,Corporation,MECH 23 INC,39 TREASURE ISLAND RD STE 17,SAN FRANCISCO,CA,94130,San Francisco,(415) 615 2528,06/18/2019,06/30/2027,B| C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100438343,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,EIG595887400,05/17/2025,05/17/2026,,,,,,,Unknown,,
1117580,Corporation,ESSENTIAL PLUMBING SERVICE AND MAINTENANCE INC,1960 HARTOG DRIVE STE 10,SAN JOSE,CA,95131,Santa Clara,(925) 383 3569,03/08/2024,03/31/2026,C-4| C16| C20| C36| C42,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100835983,01/25/2024,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9354446,02/17/2024,02/17/2026,,,,,,,Unknown,,
756332,Sole Owner,NUNEZ HEATING & AIR CONDITIONING,1805 LITTLE ORCHARD ST #147,SAN JOSE,CA,95125,Santa Clara,(408) 329 8974,11/18/1998,07/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100611245,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1555697,05/15/2025,05/15/2026,,,,,,,Unknown,,
365955,Corporation,GREINER HEATING AIR AND ELECTRIC INC,8235 PEDRICK RD,DIXON,CA,95620,Solano,(707) 678 1784,11/20/1978,05/31/2026,C-2| C10| C20| C36| C46,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC1037312,01/01/2023,,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,UBB70854332526G,10/01/2025,10/01/2026,,,,,,,Unknown,,
410905,Sole Owner,GLOBAL COMFORT HEATING & AIR,800 WILMORE AVE,CONCORD,CA,94518,Contra Costa,(925) 250 1174,08/25/1981,03/31/2027,C20| C38,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G70223678870,01/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01369602,12/09/2024,12/09/2025,,,,,,,Unknown,,
1037839,Corporation,BAJA MECHANICAL INC,3030 DE ANZA DR,RICHMOND,CA,94803,Contra Costa,(510) 672 7277,04/06/2018,04/30/2026,C20,CLEAR,ATLANTIC SPECIALTY INSURANCE COMPANY,800212791,09/30/2025,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1542598,03/30/2025,03/30/2026,,,,,,,Unknown,,
979427,Sole Owner,R T D MECHANICAL,517 MARINE VIEW AVE STE B,BELMONT,CA,94002,San Mateo,(650) 387 2179,12/15/2012,12/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100209351,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG566026801,07/23/2025,07/23/2026,,,,,,,Unknown,,
1103235,Sole Owner,ALDO ALFEREZ,PO BOX 3851,ANTIOCH,CA,94531,Contra Costa,(707) 660 9601,04/04/2023,04/30/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF642364,03/14/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC03616800,10/03/2025,10/03/2026,,,,,,,Unknown,,
1091060,Sole Owner,VELASCO'S HEATING AND AIR CONDITIONING,7315 HALLIDAY AVE,OAKLAND,CA,94605,Alameda,(510) 485 8119,05/04/2022,05/31/2026,C20,CLEAR,HUDSON INSURANCE COMPANY,TCS24547,04/01/2024,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01561902,01/24/2025,01/24/2026,,,,,,,Unknown,,
427352,Corporation,INTERSTATE DECISIVE CONTRACTOR-I D C,1106 SOUTH SIXTH ST,SAN JOSE,CA,95112,Santa Clara,(408) 287 2000,09/01/1982,09/30/2026,A| B| C10| C15| C17| C20| C36| C51| HAZ,CLEAR,WESTERN SURETY COMPANY,67337916,04/01/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,1910685,12/01/2008,12/01/2026,,,,,,,Unknown,,
1056105,Corporation,HARRY CLARK HEATING & AIR CONDITIONING INC,3040 BROADWAY,OAKLAND,CA,94611,Alameda,(510) 444 1960,07/22/2019,10/31/2026,C20,CLEAR,ATLANTIC SPECIALTY INSURANCE COMPANY,800206354,09/26/2025,,"Leasing Firm, Temp Agency, etc",ACE AMERICAN INSURANCE COMPANY,C73865712,11/01/2025,11/01/2026,,,,,,,Unknown,,
685913,Sole Owner,AZORES AIR HEATING & AIR CONDITIONING,3850 HIGUERA RD,SAN JOSE,CA,95148,Santa Clara,(408) 234 4245,03/24/1994,03/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6017623,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9332000,01/25/2023,01/25/2026,,,,,,,Unknown,,
1060621,Limited Liability,1153 SAN RAFAEL LLC,1104 CORVALLIS DRIVE,SAN JOSE,CA,95120,Santa Clara,(408) 712 4692,11/21/2019,06/30/2026,B| C20,CLEAR,PHILADELPHIA INDEMNITY INSURANCE COMPANY,PB10163401580,06/17/2025,,Workers' Compensation Insurance,AMERICAN INSURANCE COMPANY,WCPI3304640000,11/21/2025,11/21/2026,,,,,,,Unknown,,
1141566,Limited Liability,M&A MECHANICAL SERVICE LLC,3987 FIRST ST,LIVERMORE,CA,94551,Alameda,(925) 583 5088,08/05/2025,08/31/2027,C20,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),101583354,07/22/2025,,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,MEWC650923,10/05/2025,10/05/2026,,,,,,,Unknown,,
790912,Sole Owner,ADVANCED CONTROL,17 EL RINCON,ORINDA,CA,94563,Contra Costa,(415) 250 9660,02/02/2001,02/28/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,9041092,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG534474602,09/18/2025,09/18/2026,,,,,,,Unknown,,
1113785,Sole Owner,ECO COMFORT COOLING & HEATING,1546 SANTA MONICA AVE,SAN JOSE,CA,95118,Santa Clara,(408) 396 3117,12/12/2023,12/31/2025,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,101010328,11/15/2025,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TWC4699721,10/20/2025,10/20/2026,,,,,,,Unknown,,
926689,Sole Owner,LISSICK'S HEATING AND AIR CONDITIONING,1710 WILDFLOWER COURT,FAIRFIELD,CA,94534,Solano,(707) 731 7365,12/29/2008,12/31/2026,C20,CLEAR,WESTERN SURETY COMPANY,66759503,12/04/2023,,Workers' Compensation Insurance,MARKEL INSURANCE COMPANY,MWC0208707,12/28/2024,12/28/2025,,,,,,,Unknown,,
1145252,Limited Liability,ARASTEK LLC,3229 PROMENTORY CIRCLE,SAN RAMON,CA,94583,Contra Costa,(925) 785 2553,10/21/2025,10/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100990037,08/28/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9388998,10/15/2025,10/15/2026,,,,,,,Unknown,,
1072708,Sole Owner,KOMFY COZY HEATING & AIR,P O BOX 13233,COYOTE,CA,95013,Santa Clara,(408) 268 8924,01/12/2021,01/31/2027,C20,CLEAR,WESTERN SURETY COMPANY,67090825,06/06/2024,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC03155401,06/06/2025,06/06/2026,,,,,,,Unknown,,
661759,Corporation,EAGLE REFRIGERATION HEATING & A/C INC,200 VALLEY DRIVE #42,BRISBANE,CA,94005,San Mateo,(415) 468 9281,12/24/1992,03/31/2027,C20| C38,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC1044220,01/01/2023,,Workers' Compensation Insurance,PREFERRED EMPLOYERS INSURANCE COMPANY,PEG810581971,04/29/2025,04/29/2026,,,,,,,Unknown,,
1043930,Limited Liability,BARKER HEATING & COOLING,7066 LAS POSITAS ROAD UNIT G,LIVERMORE,CA,94551,Alameda,(925) 560 0280,09/05/2018,09/30/2026,B| C-4| C10| C20| C36| C43,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF609927,01/01/2023,,Workers' Compensation Insurance,,ONCC1701317401,10/17/2025,10/17/2026,,,,,,,Unknown,,
1120686,Limited Liability,OTTER SERVICES HVAC LLC,150 CLEAVELAND RD APT 67,PLEASANT HILL,CA,94523,Contra Costa,(925) 326 9171,05/13/2024,05/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100852789,04/22/2024,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC030334,04/22/2025,04/22/2026,,,,,,,Unknown,,
1020965,Sole Owner,LEE SUKWON,"235 ECHO AVE,APT 3",CAMPBELL,CA,95008,Santa Clara,(408) 438 3092,11/18/2016,07/31/2027,C20,CLEAR,NATIONWIDE MUTUAL INSURANCE COMPANY,7901205599,07/14/2025,,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,WC739327262,06/12/2025,06/12/2026,,,,,,,Unknown,,
742916,Corporation,ANNUZZI HEATING AND COOLING INC,6 SOUTH LINDEN AVENUE #11,SOUTH SAN FRANCISCO,CA,94080,San Mateo,(650) 552 9885,11/19/1997,05/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100589270,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG526560802,06/26/2025,06/26/2026,,,,,,,Unknown,,
883458,Corporation,RICHARD'S HEATING & AIR REPAIR INC,"410 LONGFELLOW CT, STE A",LIVERMORE,CA,94550,Alameda,(925) 946 9397,08/30/2006,11/30/2026,C20| C43,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100409594,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS INSURANCE COMPANY OF NEVADA DBA EIG INSURANCE COMPANY,EIG556273001,05/01/2025,05/01/2026,,,,,,,Unknown,,
568095,Sole Owner,SENSLEY'S REFRIGERATION,2497 TAYLOR WAY,ANTIOCH,CA,94531,Contra Costa,(925) 978 9632,05/15/1989,05/31/2027,C20| C38,CLEAR,WESTERN SURETY COMPANY,67343832,01/26/2025,,Workers' Compensation Insurance,NORGUARD INSURANCE COMPANY,ALWC695605,05/30/2025,05/30/2026,,,,,,,Unknown,,
1126546,Corporation,TURNKEY HVAC,2302 TRIPALDI WAY,HAYWARD,CA,94545,Alameda,(510) 299 9875,09/17/2024,09/30/2026,C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100886456,08/26/2024,,Workers' Compensation Insurance,MID-CENTURY INSURANCE COMPANY,A09525732,09/04/2025,09/04/2026,,,,,,,Unknown,,
1108062,Corporation,RA HEATING & AIR INC,409 TENNANT STATION 517,MORGAN HILL,CA,95037,Santa Clara,(669) 339 4974,08/02/2023,08/31/2027,C20,CLEAR,PHILADELPHIA INDEMNITY INSURANCE COMPANY,PB10163402115,06/09/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02194302,06/21/2025,06/21/2026,,,,,,,Unknown,,
943149,Corporation,S H MECHANICAL INC,231 TRAVIS CT,SUISUN CITY,CA,94585,Solano,(707) 287 7982,02/03/2010,02/28/2026,B| C-4| C10| C20| C38,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100336707,01/01/2023,,Workers' Compensation Insurance,ACCREDITED SURETY AND CASUALTY COMPANY INC,1AGCA160095131,01/01/2025,01/01/2026,,,,,,,Unknown,,
1021410,Sole Owner,A FEDAIR,P O BOX 1556,MORGAN HILL,CA,95038,Santa Clara,(408) 607 0005,12/02/2016,12/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100614700,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG516220602,01/01/2025,01/01/2026,,,,,,,Unknown,,
1049623,Sole Owner,HI TECH ENVIRONMENTAL HEATING & AIR,4029 PELICAN COURT,DISCOVERY BAY,CA,94505,Contra Costa,(925) 727 6003,01/31/2019,01/31/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF640687,01/07/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9372506,12/31/2024,12/31/2025,,,,,,,Unknown,,
992494,Sole Owner,GOSAL HEATING AND AIR CONDITIONING,24492 TORREY PINE LANE,UNION CITY,CA,94587,Alameda,(510) 441 2318,04/29/2014,04/30/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,101000568,10/09/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,1920689,03/01/2014,03/01/2026,,,,,,,Unknown,,
1142736,Corporation,ALL-PRO HEATING & COOLING,400 CARNEGIE DR,MILPITAS,CA,95035,Santa Clara,(408) 464 4927,08/27/2025,08/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100964492,06/02/2025,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1563109,06/03/2025,06/03/2026,,,,,,,Unknown,,
1046072,Corporation,COOL TECH MECHANICAL INC,1000 AMERICAN STREET,SAN CARLOS,CA,94070,San Mateo,(888) 471 8444,10/23/2018,10/31/2026,C20,CLEAR,HUDSON INSURANCE COMPANY,30116445,03/01/2023,,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,7600027269251,08/17/2025,08/17/2026,,,,,,,Unknown,,
1141108,Sole Owner,JINGQIANG DING,21590 GRAND AVE,CUPERTINO,CA,95014,Santa Clara,(408) 766 8899,07/29/2025,07/31/2027,C20,CLEAR,WESTERN SURETY COMPANY,67564212,07/21/2025,,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,57WECAM7KG7,08/09/2025,08/09/2026,,,,,,,Unknown,,
1142654,Corporation,JKING HVAC INC,1040 COMMERCIAL ST SUITE 108,SAN JOSE,CA,95112,Santa Clara,(510) 369 9999,08/26/2025,08/31/2027,C20,CLEAR,,BX0070535,07/15/2025,,Workers' Compensation Insurance,MID-CENTURY INSURANCE COMPANY,A09525255,07/14/2025,07/14/2026,,,,,,,Unknown,,
884709,Corporation,LOURENCO CONSTRUCTION,1881 NOBILI AVENUE,SANTA CLARA,CA,95051,Santa Clara,(408) 564 3477,09/23/2006,03/31/2027,B| C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100954273,04/23/2025,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TWC4698116,10/08/2025,10/08/2026,,,,,,,Unknown,,
953491,Sole Owner,COMFORT AIR CONDITIONING & HEATING,26655 CALL AVENUE,HAYWARD,CA,94542,Alameda,(510) 706 0639,10/14/2010,10/31/2026,C20,CLEAR,ATLANTIC SPECIALTY INSURANCE COMPANY,800211647,10/03/2025,,Workers' Compensation Insurance,WESCO INSURANCE COMPANY,TES4555633,02/15/2025,02/15/2026,,,,,,,Unknown,,
842702,Corporation,PACIFIC COAST BALANCING INC,PO23811,SAN JOSE,CA,95153,Santa Clara,(408) 687 3440,07/14/2004,07/31/2026,C20| D62,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100910006,11/28/2024,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01405702,01/01/2025,01/01/2026,,,,,,,Unknown,,
976019,Corporation,ARCH PLUMBING INC,121 QUINT STREET,SAN FRANCISCO,CA,94124,San Francisco,(415) 375 0302,08/23/2012,08/31/2026,C10| C16| C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100981665,07/31/2025,,"Leasing Firm, Temp Agency, etc",A I U INSURANCE COMPANY,WC063532585,07/01/2025,07/01/2026,,,,,,,Unknown,,
1056931,Limited Liability,CLIMATE PROS LLC,3550 ARDEN RD,HAYWARD,CA,94545,Alameda,(630) 893 8511,08/13/2019,08/31/2027,B| C10| C20| C38,CLEAR,ENDURANCE ASSURANCE CORPORATION,EACX4020204,01/01/2023,,Workers' Compensation Insurance,HARTFORD ACCIDENT AND INDEMNITY COMPANY,02WNQU3600,05/31/2024,05/31/2026,,,,,,,Unknown,,
268327,Corporation,CONNOLLY HEATING & AIR CONDITIONING,428 N BUCHANAN CIRCLE STE 8,PACHECO,CA,94553,Contra Costa,(925) 288 1408,03/29/1971,09/30/2027,B| C20,CLEAR,PHILADELPHIA INDEMNITY INSURANCE COMPANY,PB10163403981,09/21/2025,,Workers' Compensation Insurance,,ONCC1010206,08/01/2025,08/01/2026,,,,,,,Unknown,,
855074,Sole Owner,AIR PRO HVAC,2170 COMMERCE AVE SUITE G,CONCORD,CA,94520,Contra Costa,(925) 768 3316,02/26/2005,03/31/2027,C20,CLEAR,HUDSON INSURANCE COMPANY,30039695,01/01/2023,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TWC4555603,02/28/2025,02/28/2026,,,,,,,Unknown,,
1053125,Corporation,AG HEATING AND COOLING INC,1610 DELL AVE SUITE M,CAMPBELL,CA,95008,Santa Clara,(408) 205 6580,05/03/2019,10/31/2026,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF611190,01/01/2023,,Workers' Compensation Insurance,PACIFIC COMPENSATION INSURANCE COMPANY,WC1054601,08/15/2025,08/15/2026,,,,,,,Unknown,,
857147,Sole Owner,DENG CONSTRUCTION,585 PASEO DEL RIO,SAN LORENZO,CA,94580,Alameda,(408) 268 7653,04/11/2005,04/30/2027,B| C10| C20| C36,CLEAR,HUDSON INSURANCE COMPANY,30112239,03/01/2023,,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,TES4534425,01/01/2025,01/01/2026,,,,,,,Unknown,,
1038149,Sole Owner,O R HVAC,2036 FOXWORTHY AVE,SAN JOSE,CA,95124,Santa Clara,(669) 300 6108,04/16/2018,04/30/2026,C20,CLEAR,,JT015664,04/09/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02217002,06/26/2025,06/26/2026,,,,,,,Unknown,,
1097582,Corporation,SPECTRUMSS GENERAL ENGINEERING,1325 HOWARD AVENUE #336,BURLINGAME,CA,94010,San Mateo,(650) 348 8038,10/11/2022,10/31/2026,A| B| C-9| C10| C16| C20| C33| C36,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF628583,06/23/2024,,Workers' Compensation Insurance,EMPLOYERS ASSURANCE COMPANY,EIG582111000,07/10/2025,12/19/2025,,,,,,,Unknown,,
277624,Corporation,IZMIRIAN ROOFING & SHEET METAL,229 SOUTH RAILROAD AVENUE,SAN MATEO,CA,94401,San Mateo,(650) 342 3200,07/01/1972,04/30/2027,C20| C36| C39| C43,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,246117,01/01/2023,,Workers' Compensation Insurance,REDWOOD FIRE AND CASUALTY INSURANCE CO,IZWC614603,10/01/2025,10/01/2026,,,,,,,Unknown,,
985460,Corporation,L & L GREEN BUILDERS INC,P O BOX 6651,SAN PABLO,CA,94806,Contra Costa,(510) 380 8608,07/26/2013,07/31/2027,B| C10| C20| C36| C46,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100226864,01/01/2023,,Workers' Compensation Insurance,,WWC3787864,06/21/2025,06/21/2026,,,,,,,Unknown,,
831408,Corporation,R M I MECHANICAL CONTRACTORS INC,1385 LOWRIE AVE,SOUTH SAN FRANCISCO,CA,94080,San Mateo,(650) 583 6200,01/27/2004,01/31/2028,B| C-4| C20| C36,CLEAR,HARCO NATIONAL INSURANCE COMPANY,0370215,01/01/2023,,Workers' Compensation Insurance,,ONCC1079205,01/24/2025,01/24/2026,,,,,,,Unknown,,
1042215,Sole Owner,CES-TECH HEATING AND COOLING,2247 JACQUELINE DR,PITTSBURG,CA,94565,Contra Costa,(925) 497 0276,07/24/2018,07/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100788506,08/07/2023,,Workers' Compensation Insurance,UNITED FIRE & CASUALTY COMPANY,10148895445,06/27/2025,06/27/2026,,,,,,,Unknown,,
520449,Corporation,DE BELLA MECHANICAL INC,605 NUTTMAN STREET,SANTA CLARA,CA,95054,Santa Clara,(408) 758 7144,11/09/1987,11/30/2027,B| C-2| C-4| C20| C36| C43,CLEAR,HARCO NATIONAL INSURANCE COMPANY,0506825,01/01/2023,,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,UB9T4126512526G,10/01/2025,10/01/2026,,,,,,,Unknown,,
1096537,Sole Owner,BABYLON HVAC,2228 DORVAL DRIVE,SAN JOSE,CA,95130,Santa Clara,(408) 838 6555,09/13/2022,09/30/2026,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF629561,12/18/2024,,Workers' Compensation Insurance,CONTINENTAL CASUALTY COMPANY,7038964167,08/23/2024,08/23/2026,,,,,,,Unknown,,
940146,Corporation,ARTICMASTER SERVICE INC,3055 ALVARADO STREET #139,SAN LEANDRO,CA,94577,Alameda,(510) 846 3460,11/17/2009,11/30/2027,B| C10| C20| C46,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100369901,01/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02003902,05/15/2025,05/15/2026,,,,,,,Unknown,,
